index,Country,Target Text,Target Name,Document,Doc,Convention,Target Textt,index,Theme,Text,Textt,generated_sample
10,Guatemala,"By 2017, mechanisms for transforming the institutional framework for the management of biological diversity will be promoted, including the implementation of the political, legal and regulatory instruments necessary to improve the knowledge, valuation, protection, conservation and sustainable use of biological diversity and its ecosystem services, guaranteeing the fair and equitable distribution of benefits.",META-11,NBSAP. 2012,NBSAP,Nature,"By 2017, mechanisms for transforming the institutional framework for the management of biological diversity will be promoted, including the implementation of the political, legal and regulatory instruments necessary to improve the knowledge, valuation, protection, conservation and sustainable use of biological diversity and its ecosystem services, guaranteeing the fair and equitable distribution of benefits.",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","1 - Protection, conservation, and sustainable use of biological diversity and its ecosystem services."
11,Guatemala,"By 2022, the State of Guatemala will provide the human and financial resources necessary to maintain social and environmental viability and sustainable development that allows for the conservation and sustainable use of biological diversity.",META-12,NBSAP. 2012,NBSAP,Nature,"By 2022, the State of the country will provide the human and financial resources necessary to maintain social and environmental viability and sustainable development that allows for the conservation and sustainable use of biological diversity.",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ",1 - conservation and sustainable use of biological diversity
12,Guatemala,"By 2022, the capacities of the actors and sectors will have been strengthened to improve the knowledge, valuation, protection, conservation and sustainable use of biological diversity and its ecosystem services.",META-13,NBSAP. 2012,NBSAP,Nature,"By 2022, the capacities of the actors and sectors will have been strengthened to improve the knowledge, valuation, protection, conservation and sustainable use of biological diversity and its ecosystem services.",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","1 - The essential overarching topic covered is the protection and conservation of biological diversity and its ecosystem services, which aligns with the protection and management of marine and coastal zones."
13,Guatemala,"By 2022, mechanisms will have been implemented to promote, develop and transfer collective scientific and traditional knowledge associated with biological diversity, and technological development will be promoted to improve its conservation and sustainable use.",META-14,NBSAP. 2012,NBSAP,Nature,"By 2022, mechanisms will have been implemented to promote, develop and transfer collective scientific and traditional knowledge associated with biological diversity, and technological development will be promoted to improve its conservation and sustainable use.",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","1 - Protection, management, and restoration of marine and coastal zones"
14,Guatemala,"By 2025, 32% of the national territory (3,479,124 ha) will be covered by forests and at least 30% of the forests under management will be tended by indigenous and non-indigenous women.",META REA-1.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, 32% of the national territory (3,479,124 ha) will be covered by forests and at least 30% of the forests under management will be tended by indigenous and non-indigenous women.",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ",0
15,Guatemala,"Conservation, protection and sustainable management of forests. Reduction of 1.5452 million tons of CO2-eq by 2030.",MEDIDA UTCUTS-1.,Hoja de Ruta NDC. 2024,NDC,Climate,"Conservation, protection and sustainable management of forests. Reduction of 1.5452 million tons of CO2-eq by 2030.",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ",0
16,Guatemala,Establishment of forest plantations. Increase in absorptions of 0.1773 million tons of CO2-eq by 2030.,MEDIDA UTCUTS-3.,Hoja de Ruta NDC. 2024,NDC,Climate,Establishment of forest plantations. Increase in absorptions of 0.1773 million tons of CO2-eq by 2030.,0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ",0
17,Guatemala,"By 2025, the rate of degradation due to forest fires will be reduced to 36,972 hectares per year, which constitutes a 5% improvement on the baseline rate. Forest fire prevention will be improved by addressing strategies related to cyclical problems from a social perspective. The area affected by forest fires will not exceed the limit of 20,000 hectares on average per year for the period 2021-2025.",META REA-2.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, the rate of degradation due to forest fires will be reduced to 36,972 hectares per year, which constitutes a 5% improvement on the baseline rate. Forest fire prevention will be improved by addressing strategies related to cyclical problems from a social perspective. The area affected by forest fires will not exceed the limit of 20,000 hectares on average per year for the period 2021-2025.",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ",0
18,Guatemala,Reduction of forest degradation through fire prevention and control. Reduction of 0.12933 million tons of CO2-eq by 2030.,MEDIDA UTCUTS-2.,Hoja de Ruta NDC. 2024,NDC,Climate,Reduction of forest degradation through fire prevention and control. Reduction of 0.12933 million tons of CO2-eq by 2030.,0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ",0
19,Guatemala,"By 2025, forest restoration and area under management has increased by 30,300 hectares through the modalities of “forest plantations”, “agroforestry systems” and “restoration of degraded forest land” of the forest incentive programs PROBOSQUE (26,900 hectares) and PINPEP (3,400 hectares).",META REA-3.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, forest restoration and area under management has increased by 30,300 hectares through the modalities of “forest plantations”, “agroforestry systems” and “restoration of degraded forest land” of the forest incentive programs PROBOSQUE (26,900 hectares) and PINPEP (3,400 hectares).",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ",0
20,Guatemala,"Increase the area under the “agroforestry systems” modality of the PROBOSQUE (7,587 hectares) and PINPEP (3,072 hectares) forestry incentive programs by 10,659 hectares.",Sub-meta REA-3.1,Hoja de Ruta NDC. 2024,NDC,Climate,"Increase the area under the “agroforestry systems” modality of the PROBOSQUE (7,587 hectares) and PINPEP (3,072 hectares) forestry incentive programs by 10,659 hectares.",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ",0
21,Guatemala,Restoration of degraded areas. Increase in absorptions of 0.9443 million tons of CO2-eq by 2030.,UTCUTS-4.,Hoja de Ruta NDC. 2024,NDC,Climate,Restoration of degraded areas. Increase in absorptions of 0.9443 million tons of CO2-eq by 2030.,0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ",0
22,Guatemala,"By 2025, the Ecosystem-based Adaptation (EbA) approach will be integrated into the strategic institutional instruments of government entities",META REA-4.,Hoja de Ruta NDC. 2024,NDC,Climate,"By 2025, the Ecosystem-based Adaptation (EbA) approach will be integrated into the strategic institutional instruments of government entities",0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ",0
23,Guatemala,Increase the share of clean energy sources,MEDIDA ENE-1.,Hoja de Ruta NDC. 2024,NDC,Climate,Increase the share of clean energy sources,0,"Protection, management, and restoration of marine and coastal zones ","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ","Protection, management, and restoration of marine and coastal zones  This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration. ",0
