index,Country,Target Text,Target Name,Document,Source,Convention,Doc,Type,Target Textt,index,Themes,Texts,Area,Textt,generated_sample
10,Uzbekistan,"By 2030 areas under arable agriculture, pasture, forestry, and fisheries will be managed sustainably and the increased productivity of such areas will be achieved through the utilization of sound ecologically based best practices, thereby ensuring resilience and long-term efficiency and productivity of these production systems, and to food security, conserving and restoring biodiversity and maintaining nature’s contributions to people, including ecosystem functions and services.",CBD Target 10,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/10,nature,CBDORT,National Biodiversity Targets,"By 2030 areas under arable agriculture, pasture, forestry, and fisheries will be managed sustainably and the increased productivity of such areas will be achieved through the utilization of sound ecologically based best practices, thereby ensuring resilience and long-term efficiency and productivity of these production systems, and to food security, conserving and restoring biodiversity and maintaining nature’s contributions to people, including ecosystem functions and services.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
11,Uzbekistan,"Restore, maintain, and enhance nature’s contributions to people, including ecosystem functions and services, such as the regulation of air, water, and climate, soil health, pollination, and reduction of disease risk, as well as protection from natural hazards and disasters, through nature-based solutions and/or ecosystem-based approaches for the benefit of all people and nature",CBD Target 11,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/11,nature,CBDORT,National Biodiversity Targets,"Restore, maintain, and enhance nature’s contributions to people, including ecosystem functions and services, such as the regulation of air, water, and climate, soil health, pollination, and reduction of disease risk, as well as protection from natural hazards and disasters, through nature-based solutions and/or ecosystem-based approaches for the benefit of all people and nature",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",1
12,Uzbekistan,"By 2030 ensure that all city and urban populations in Uzbekistan has access to a high-quality area of “green and blue spaces” that improve human health and well-being and connection to nature, contributing to inclusive and sustainable urbanization, the conservation of national biodiversity and the provision of ecosystem functions and services",CBD Target 12,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/12,nature,CBDORT,National Biodiversity Targets,"By 2030 ensure that all city and urban populations in the country has access to a high-quality area of “green and blue spaces” that improve human health and well-being and connection to nature, contributing to inclusive and sustainable urbanization, the conservation of national biodiversity and the provision of ecosystem functions and services",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
13,Uzbekistan,"By 2030 identify and take any relevant or required actions to put in place in Uzbekistan the legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits that arise from the utilization of genetic resources and from digital sequence information on genetic resources",CBD Target 13,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/13,nature,CBDORT,National Biodiversity Targets,"By 2030 identify and take any relevant or required actions to put in place in the country the legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits that arise from the utilization of genetic resources and from digital sequence information on genetic resources",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
14,Uzbekistan,"Ensure the full integration of biodiversity and its multiple values into all relevant national policies, regulations, planning, and development processes, in particular those with significant impacts and high synergies with biodiversity (land degradation, climate change adaption, water and agriculture, and rural socio-economic development, etc.), progressively aligning all relevant public and private activities, and fiscal and financial flows with the goals and targets of the National Biodiversity Strategy .",CBD Target 14,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/14,nature,CBDORT,National Biodiversity Targets,"Ensure the full integration of biodiversity and its multiple values into all relevant national policies, regulations, planning, and development processes, in particular those with significant impacts and high synergies with biodiversity (land degradation, climate change adaption, water and agriculture, and rural socio-economic development, etc.), progressively aligning all relevant public and private activities, and fiscal and financial flows with the goals and targets of the National Biodiversity Strategy .",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
15,Uzbekistan,"By 2030, based on international best practice guidelines*, identify and initiate the development of legal, administrative, or policy measures needed in Uzbekistan to encourage and enable businesses, and in particular large and transnational companies and financial institutions, to progressively: reduce negative impacts on biodiversity, increase positive impacts, reduce biodiversity-related risks to business and financial institutions, promote actions to ensure sustainable patterns of production.",CBD Target 15,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/15,nature,CBDORT,National Biodiversity Targets,"By 2030, based on international best practice guidelines*, identify and initiate the development of legal, administrative, or policy measures needed in the country to encourage and enable businesses, and in particular large and transnational companies and financial institutions, to progressively: reduce negative impacts on biodiversity, increase positive impacts, reduce biodiversity-related risks to business and financial institutions, promote actions to ensure sustainable patterns of production.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
16,Uzbekistan,"Improve progressively, through to 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation/biodiversity and ecosystem services loss, following the 10-Year Framework of Programmes on Sustainable Consumption and Production.",CBD Target 16,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/16,nature,CBDORT,National Biodiversity Targets,"Improve progressively, through to 2030, global resource efficiency in consumption and production and endeavour to decouple economic growth from environmental degradation/biodiversity and ecosystem services loss, following the 10-Year Global Biodiversity Framework of Programmes on Sustainable Consumption and Production.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
17,Uzbekistan,"By 2030 increase national capacity and research investment in biotechnology and biosafety in order to access potential benefits, avoid risks, and comply with international obligations.",CBD Target 17,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/17,nature,CBDORT,National Biodiversity Targets,"By 2030 increase national capacity and research investment in biotechnology and biosafety in order to access potential benefits, avoid risks, and comply with international obligations.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
18,Uzbekistan,By 2026 identify key subsidies and incentives that harm biodiversity and signal a commitment to address these.,CBD Target 18a,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/18,nature,CBDORT,National Biodiversity Targets,By 2026 identify key subsidies and incentives that harm biodiversity and signal a commitment to address these.,0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
19,Uzbekistan,"By 2030 initiate substantive efforts to reduce, eliminate, phase out, or reform those subsidies and incentives that have the greatest negative impacts on biodiversity, including those in the energy, agriculture, infrastructure, mining, water, and land use sectors.",CBD Target 18b,CBD Online Reporting Tool,https://ort.cbd.int/national-targets/analyzer?countries=uz#0.8/0/19,nature,CBDORT,National Biodiversity Targets,"By 2030 initiate substantive efforts to reduce, eliminate, phase out, or reform those subsidies and incentives that have the greatest negative impacts on biodiversity, including those in the energy, agriculture, infrastructure, mining, water, and land use sectors.",0,"Protection, management, and restoration of marine and coastal zones","This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",NbS,"Protection, management, and restoration of marine and coastal zones This includes coastal zone risk retention (soft and hard structures), marine ecosystem service management, tidal salt marshes, sustainable coastal management, marine production promotion, coastal environment monitoring and risk assessment, disease management of marine resources, mangrove protection, coral reef protection, seagrass protection, marine protected areas, avoiding coastal impacts, restoring marine ecosystems, coastal wetland restoration, seagrass restoration, coral reef restoration, and mangrove restoration.",0
